,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
344,Cinemas Procinal,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.3,3730.0,,Cine,Accesible con silla de ruedas,"3 pm.,6 .",http://www.procinal.com/,Comuna Manrique Cines,44442244 ,"Cra. 48 #20-34, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2148421,-75.5762811
345,Multiplex Unicentro,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,305.0,,Cine,Accesible con silla de ruedas,"9 pm.,6 .",,Comuna Manrique Cines,,"Interior 372, Bolivariana #34A76, Laureles - Estadio, Medellín, Antioquia",6.2411863,-75.5875998
346,Imagineros Sala,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza
    Servicios

Sanitario

Restaurante
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.7,146.0,$ 20.000-30.000,Café teatro,No accesible con silla de ruedas,,http://imagineros.co/,Comuna Manrique Cines,300 5873839 ,"Cl. 70 #44-86, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2652311,-75.5548942
347,Cinemas Procinal Terminal del Sur,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.3,974.0,,Cine,Accesible con silla de ruedas,"3 pm.,6 .",http://www.terminaldelsur.com/,Comuna Manrique Cines,43059701 ,"Entrada A La CL8B #8B-91, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2159528,-75.5868726
348,Sala Llena Cartelera Cultural Independiente,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.3,23.0,,Centro cultural,Accesible con silla de ruedas,,,Comuna Manrique Cines,,"Cl. 93 #39-92, La Salle, Medellín, Manrique, Medellín, Antioquia",6.2842689,-75.5488775
349,Teatro Arlequín y los Juglares,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis

Restaurante
    Público usual

Recomendable para ir en familia
    Planificación

Se requiere suscripción
    Pagos

Pagos con dispositivos móviles mediante NFC
    Menores

Ideal para ir con niños",4.8,64.0,,Teatro,Accesible con silla de ruedas,"9 .,9 pm.",http://www.arlequinylosjuglares.org/,Comuna Manrique Teatros,310 5038455 ,"Cra. 44 # 69-71, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2649002,-75.554187
350,Imagineros Sala,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza
    Servicios

Sanitario

Restaurante
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.7,146.0,$ 20.000-30.000,Café teatro,No accesible con silla de ruedas,,http://imagineros.co/,Comuna Manrique Teatros,300 5873839 ,"Cl. 70 #44-86, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2652311,-75.5548942
351,El Arte Sana Café Cultural,"Información  Aspectos destacados

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Cerveza

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Solo dinero en efectivo",4.3,16.0,,Café teatro,,"6 .,6 .",,Comuna Manrique Teatros,310 4553641 ,"Manrique Central I, Medellín, Aranjuez, Medellín, Antioquia",6.2658149,-75.5563158
352,Teatro al aire libre,"Información  Servicios

Restaurante
    Menores

Ideal para ir con niños",4.3,12.0,,Teatro,,"6 .,3 .",,Comuna Manrique Teatros,,"Cra. 49 #78-101, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2712533,-75.5584761
353,Teatro Prado de El Águila Descalza,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante

Sanitario
    Público usual

Recomendable para ir en familia
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.8,3454.0,,Teatro,Accesible con silla de ruedas,,https://www.aguiladescalza.com.co/,Comuna Manrique Teatros,324 5273770 ,"Cra. 45D #59-1, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2547645,-75.5605567
354,Casa de la Cultura Manrique,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.6,214.0,,Centro cultural,No accesible con silla de ruedas,,,Comuna Manrique Teatros,42117373 ,"Cra. 45, 72-62, Medellín, Manrique, Medellín, Antioquia",6.2678959,-75.5548716
355,Teatro al aire libre la talita,"Información  Menores

Ideal para ir con niños",4.0,4.0,,Parque,,"6 .,9 pm.",,Comuna Manrique Teatros,,"Cl. 93b #31B, El Compromiso, Medellín, Manrique, Medellín, Antioquia",6.2846517,-75.5440233
356,Teatriados Artes Escénicas en Medellín,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas",4.6,234.0,,Teatro,,,,Comuna Manrique Teatros,301 4324439 ,"Cl. 61 # 49-51, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2577778,-75.5625
357,Teatro Universitario Camilo Torres,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.8,2767.0,,Teatro,Accesible con silla de ruedas,,,Comuna Manrique Teatros,,"Calle 67 Nº 53-108, bloque 23, oficina 109, Ciudadela Universitaria,, Medellín, Antioquia",6.2677663,-75.5693149
358,TEATRO EL TRUEQUE,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.7,402.0,,Teatro,Accesible con silla de ruedas,,https://teatroeltrueque.wixsite.com/teatro-el-trueque,Comuna Manrique Teatros,45574803 ,"Cra. 42A #48-53, Centro, Medellín, La Candelaria, Medellín, Antioquia",6.2456392,-75.5631005
359,Jardín Infantil Pequeños Soñadores,"Reseñas
5
4
3
2
1
5,0
4 reseñas
  
Escribir una reseña
  

Ordenar",5.0,4.0,,Guardería,,,,Comuna Manrique Jardines,,"Cl. 77 #327, Versalles, Medellín, Manrique, Medellín, Antioquia",6.2689249,-75.5449588
360,Jardín Infantil Buen Comienzo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",5.0,4.0,,Escuela,Accesible con silla de ruedas,,,Comuna Manrique Jardines,,"a 71b-47, Cra. 33 #71b-1, Medellín, Antioquia",6.2669776,-75.5457332
361,Centro Infantil Buen Comienzo Brisas del Jardin,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",1.0,2.0,,Escuela,Accesible con silla de ruedas,,,Comuna Manrique Jardines,,"Cl. 81 #31a-72, Oriente, Medellín, Manrique, Medellín, Antioquia",6.2716693,-75.5452317
362,Manrrique jardín,"Información  Menores

Ideal para ir con niños",4.8,6.0,,Jardín,,"6 .,None",,Comuna Manrique Jardines,317 6392416 ,"Cra. 31aa, San Jose de La Cima II, Medellín, Manrique, Medellín, Antioquia",6.2728192,-75.5443877
363,Buen Comienzo Montecarlo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",3.7,7.0,,Escuela,Accesible con silla de ruedas,,,Comuna Manrique Jardines,,"a 86a-85, Cra. 36 #86a-1, Medellín, Antioquia",6.2789693,-75.5465652
364,Centro Infantil El Edén,"Reseñas
5
4
3
2
1
5,0
2 reseñas
  
Escribir una reseña
  

Ordenar",5.0,2.0,,Guardería,,,,Comuna Manrique Jardines,,"Cra. 25 #75c1, Versalles II, Medellín, Manrique, Medellín, Antioquia",6.2697419,-75.5377335
365,Jardin,"Información  Menores

Ideal para ir con niños",4.5,2.0,,Atracción turística,,,,Comuna Manrique Jardines,,"Cra. 36 #15-68, Oriente, Villavicencio, Medellín, Manrique, Medellín, Meta",6.273862,-75.5462874
366,"Jardín, San Blas - Medellín","Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.3,7.0,,Parque infantil,Accesible con silla de ruedas,"6 .,9 .",,Comuna Manrique Jardines,,"Cra. 33 #84-32, Las Granjas, Medellín, Manrique, Medellín, Antioquia",6.2802303,-75.5473381
367,Jardin de Sueños Eventos,"Reseñas
5
4
3
2
1
3,8
4 reseñas
  
Escribir una reseña
  

Ordenar",3.8,4.0,,Salón para eventos,,,,Comuna Manrique Jardines,320 7595635 ,"Carrera 39 ## 86 A 77, Medellín, Antioquia",6.2786856,-75.5477343
368,Parque Gaitán - Manrique Oriental,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,5078.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Manrique Jardines,312 8716712 ,"Cl. 71 #39-2, Manrique Oriental, Medellín, Manrique, Medellín, Antioquia",6.2647983,-75.5483785
369,CANCHA DE FÚTBOL DE EL JARDÍN,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.2,798.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Manrique Jardines,,"Cra. 34 #11b74 85b- a 85b, San Jose de La Cima II, Medellín, Manrique, Medellín, Antioquia",6.2768997,-75.5456601
370,Hogar Infantil Mambrú,"Reseñas
5
4
3
2
1
2,8
4 reseñas
  
Escribir una reseña
  

Ordenar",2.8,4.0,,Guardería,,,,Comuna Manrique Jardines,,"Cra. 42A #85159, Santa Ines, Medellín, Manrique, Medellín, Antioquia",6.2782584,-75.5508057
371,Hogar Infantil Cruz Roja Colombiana,,,,,Jardín de infancia,,,http://www.crantioquia.org.co/,Comuna Manrique Jardines,42126316 ,"Cl. 69 #44-96, Manrique Central II, Medellín, Manrique, Medellín, Antioquia",6.2643819,-75.5549954
372,Urbanización Oasis Jardín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.2,83.0,,Casa encantada,Accesible con silla de ruedas,,,Comuna Manrique Jardines,,"b a, Cl. 92 #34, Medellín, Antioquia",6.2831347,-75.5456983
373,FOOD HOUSE 54,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Café

Cerveza

Comidas durante la madrugada

Comidas en hora feliz

Platos vegetarianos
    Opciones del local

Desayunos

Desayuno-almuerzo

Cena

Servicio de catering
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.7,72.0,$ 20.000-30.000,Restaurante,,"12 .,12 pm.",,Comuna Aranjuez Restaurantes,300 6346487 ,"Cra. 54 #91-80, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2842181,-75.5643255
374,Café Kirón,"Información  Destino sencillo con comida casera internacional y cocteles.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Bucle magnético de asistencia

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Buenos cócteles

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas en hora feliz

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas en hora feliz

Platos orgánicos

Platos vegetarianos

Vino
    Opciones del local

Almuerzo

Cena

Servicio de catering

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.6,1352.0,$$,Restaurante,Accesible con silla de ruedas,"12 pm.,6 .",,Comuna Aranjuez Restaurantes,(604) 3016002 ,"Cra. 49 #92-65, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2837848,-75.5561906
375,El Aletazo,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Almuerzo

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños",4.6,134.0,,Restaurante,,,,Comuna Aranjuez Restaurantes,301 7629152 ,"Cl. 94, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.285847,-75.56146
376,La Parrillera Restaurante Bar,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.2,343.0,,Pub restaurante,,"12 pm.,6 .",,Comuna Aranjuez Restaurantes,317 5322065 ,"Cl. 93 #38, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2847182,-75.5577866
377,Restaurante Full Sazón - Aranjuez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Buenos cócteles
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Cócteles

Vino
    Opciones del local

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Estacionamiento gratuito

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros afuera",4.7,328.0,$ 30.000-40.000,Restaurante,Accesible con silla de ruedas,"3 pm.,6 .",https://linktr.ee/restaurantefullsazon,Comuna Aranjuez Restaurantes,311 6096104 ,"Cra 49B #92-53, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2837515,-75.5574688
378,Mercadillo de Aranjuez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas durante la madrugada

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas",4.6,484.0,$$,Restaurante,Accesible con silla de ruedas,"12 pm.,6 .",https://linktr.ee/mercadillodearanjuez,Comuna Aranjuez Restaurantes,313 7001223 ,"Cra 49B #93-67, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2851509,-75.5574114
379,La Llanerita Aranjuez,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.4,308.0,$ 20.000-30.000,Restaurante,,"3 pm.,6 .",,Comuna Aranjuez Restaurantes,317 4337554 ,"Cl. 91 #50c-5 50c-5, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.283029,-75.560038
380,Happy Grill Cocina - Aranjuez,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.1,42.0,,Restaurante,,"6 pm.,6 .",https://www.instagram.com/happygrillcocina/,Comuna Aranjuez Restaurantes,318 2918302 ,"Cra. 51 #91-15, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2828784,-75.5613708
381,Tolucho Parqué aranjuez,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Postres
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños",4.4,193.0,$ 20.000-30.000,Restaurante,,"12 .,6 .",https://biolink.info/tolucho,Comuna Aranjuez Restaurantes,300 2555059 ,"92- a, Cra. 49A #92-155, Medellín, Antioquia",6.2839393,-75.5566338
382,LONDRES COCINA Y BAR,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Deportes

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas durante la madrugada

Platos vegetarianos

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños
    Mascotas

Se permiten perros",4.6,241.0,,Restaurante,,"12 pm.,6 .",,Comuna Aranjuez Restaurantes,310 4444757 ,"Cl. 77 #48a-05, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2705063,-75.5574991
383,Gran Caribe Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Gimnasio
 ",3.8,430.0,,,,,https://www.booking.com/hotel/co/caribe-medellan.es.html,Comuna Aranjuez Hoteles,(604) 4299811 ,"Cl. 74 #64B-32, Medellín, Castilla, Medellín, Antioquia",6.2726046,-75.57278
384,Hotel Unico,"Reseñas
5
4
3
2
1
4,0
75 reseñas
  
Escribir una reseña
  

Ordenar
Todas
precio
3",4.0,75.0,,,,,,Comuna Aranjuez Hoteles,44480447 ,"Cra. 64B #74-13, Medellín, Castilla, Medellín, Antioquia",6.2725588,-75.5724764
385,HOTEL ATLANTHIS LUXURY,"Reseñas
5
4
3
2
1
4,0
4 reseñas
  
Escribir una reseña
  

Ordenar",4.0,4.0,,,,,,Comuna Aranjuez Hoteles,312 8872002 ,"Cra 68 #96-59, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2917011,-75.571935
386,Hotel San Vicente,"Información  
Wi-Fi gratis

Desayuno

Piscina

Restaurante

Gimnasio
 ",4.3,57.0,,,,,https://sites.google.com/view/hotelsanvicentedepaul/inicio,Comuna Aranjuez Hoteles,301 6664228 ,"Cra 51C #67 27, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2644542,-75.5646774
387,Casa Hotel Manco Mora Medellin,"Información  Este hotel sencillo, ubicado entre restaurantes, se encuentra a 12 minutos a pie del jardín botánico de Medellín y a 3 minutos a pie de la estación de trenes Universidad.
Las habitaciones sencillas vienen equipadas con Wi-Fi gratis, TV de pantalla plana, frigobar y baño en suite. Los departamentos sencillos también incluyen cocina.
Entre las comodidades, se incluyen un restaurante discreto. También se ofrece transporte desde el aeropuerto.
  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina

Aire acondicionado

Servicio de lavandería

Centro de negocios

Se permiten mascotas

Servicio en la habitación

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",4.6,305.0,Hotel de 2 estrellas,,,,,Comuna Aranjuez Hoteles,320 6473976 ,"Cl. 70 #51D-42, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2671307,-75.5654941
388,CASA HOTEL ALNOR,"Información  
Wi-Fi gratis

Estacionamiento gratuito

Piscina

Servicio de lavandería

Gimnasio
 ",4.0,99.0,,,,,https://casahotelalnor.com/,Comuna Aranjuez Hoteles,316 7427664 ,"Cl. 67A #No. 51B 17, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2647781,-75.56404
389,Hotel Norte Real,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Apto para niños

Transporte desde/hacia el aeropuerto

Gimnasio
 ",3.6,236.0,,,,,,Comuna Aranjuez Hoteles,312 6098844 ,"Cra. 64B # 75 - 08, Medellín, Castilla, Medellín, Antioquia",6.2733081,-75.5721546
390,Hotel Central Caribe,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Servicio de lavandería

Apto para niños

Gimnasio
 ",4.2,226.0,,,,,,Comuna Aranjuez Hoteles,44375717 ,"Cra. 64B #75A46, Medellín, Castilla, Medellín, Antioquia",6.2741609,-75.5719463
391,Casa Hostel Alegría,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Se permiten mascotas

Gimnasio

Libre de humo
 ",4.9,329.0,,,,,,Comuna Aranjuez Hoteles,323 4645909 ,"Cl. 89 #67 160 Primer piso, Francisco Zea, Medellín, Castilla, Medellín, Antioquia",6.2823749,-75.5747169
392,HOTEL INN CARIBE,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Apto para niños

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.2,100.0,,,,,https://in-travel.co/st_hotel/hotel-inn-caribe/,Comuna Aranjuez Hoteles,316 4662015 ,"Cl. 75a #64a-68, Medellín, Castilla, Medellín, Antioquia",6.2738709,-75.5716485
393,Parque de Aranjuez,"Información  Área verde suburbana, con senderos amplios rodeados de árboles, cercana a una estación de metro y una iglesia.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,9574.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,,"Carrera 49, 49a, Cl. 93 #94, Medellín, Antioquia",6.2852693,-75.5564074
394,Parque El Calvario,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,1989.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,,"Cra. 48a #76-99, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2714532,-75.5579589
395,Parque de la Madre,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.1,188.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,,"Cra. 47 #8950, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2819243,-75.5560745
396,Parque Moravia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.3,137.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,,"Frente al jardin infanmtil, Cl. 81f #sn, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2761358,-75.5647946
397,parque de campovaldes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,403.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Aranjuez Parques,,"Por 77 y 78, Cl. 77 #S/N, Aranjuez, Medellín, Antioquia",6.2711936,-75.5579008
398,Parque de los Deseos,"Información  Plaza abierta con áreas de juego, puestos de comida y una pantalla gigante para pasar películas en la noche.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Mesas de pícnic

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,22195.0,,Parque local,Accesible con silla de ruedas,,https://www.grupo-epm.com/site/fundacionepm/,Comuna Aranjuez Parques,,"Cl. 71, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2684353,-75.5660855
