,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon,bayesian_mean,Comuna
1118,Discoteca Tamarindo Seco,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Karaoke

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas en hora feliz

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito",4.3,555.0,$$,Discoteca,Accesible con silla de ruedas,"12 pm.,6 .",,Comuna Laureles-Estadio Discotecas,300 2928679 ,"Carrera 70, Cq. 3 #11, Medellín, Antioquia",6.2457599,-75.5893499,4.294690265486726,Laureles-Estadio
1119,Night Club Badaboom Nocturno,"Información  Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito
    Estacionamiento

Estacionamiento gratuito

Estacionamiento gratuito en la calle

Servicio de estacionamiento",5.0,54.0,$ 10.000-20.000,Club nocturno,,,https://badaboomclub.com/,Comuna Laureles-Estadio Discotecas,300 6088383 ,"Av. 33 #74E-30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2391994,-75.5943226,4.84375,Laureles-Estadio
1120,JAMZ Hip Hop y DanceHall,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.6,560.0,$$,Discoteca,,"9 pm.,6 .",http://www.facebook.com/JAMZnightclub/?fref=ts,Comuna Laureles-Estadio Discotecas,310 5398261 ,"Av. 33 #64290 #64- a, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2396469,-75.582274,4.589473684210526,Laureles-Estadio
1121,Discoteca La Nueva Barra Del Setentazo,"Información  Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.3,21.0,,Discoteca,,,,Comuna Laureles-Estadio Discotecas,,"Cl. 41A #70-29, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2474258,-75.5891479,4.203225806451614,Laureles-Estadio
1122,Palko Discoteca,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Hay suficiente espacio",4.6,219.0,$$,Discoteca,No accesible con silla de ruedas,"3 pm.,6 .",,Comuna Laureles-Estadio Discotecas,304 6395060 ,"Cl 44 #66 29, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.248496,-75.5845783,4.573799126637555,Laureles-Estadio
1123,Moulin Rose Disco,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+",4.5,46.0,,Club de baile,,"6 .,12 pm.",,Comuna Laureles-Estadio Discotecas,320 7310831 ,"Cl. 51 #67b-70, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.258477,-75.584286,4.410714285714286,Laureles-Estadio
1124,Multiplex Unicentro,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,305.0,,Cine,Accesible con silla de ruedas,"9 pm.,6 .",,Comuna Laureles-Estadio Cines,,"Interior 372, Bolivariana #34A76, Laureles - Estadio, Medellín, Antioquia",6.2411863,-75.5875998,4.484126984126984,Laureles-Estadio
1125,Royal Films,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Asientos de estadio

Sanitario

Restaurante
    Público usual

Recomendable para ir en familia
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.1,336.0,,Cine,Accesible con silla de ruedas,"12 pm.,6 .",http://www.royal-films.com/,Comuna Laureles-Estadio Cines,4605 1587 ,"Cra. 68A #46A-65, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2520241,-75.5866211,4.0971098265895955,Laureles-Estadio
1126,Cinemas Royal Films - Jumbo La 65,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida

Juegos de arcade
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",3.6,169.0,,Cine,Accesible con silla de ruedas,,https://royal-films.com/informacion/medellin/teatro/24/multicine-royal-films-la-65/cartelera,Comuna Laureles-Estadio Cines,4605 1587 ,"Jumbo La 65, Cl. 47D #65-115, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2522186,-75.5845472,3.6223463687150836,Laureles-Estadio
1127,Cinemas Procinal Centro Comercial Aventura,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,5892.0,,Cine,Accesible con silla de ruedas,,http://www.procinal.com/,Comuna Laureles-Estadio Cines,44442244 ,"#65- a, Cra. 55 #65172, Bombona II, Medellín, Antioquia",6.2638889,-75.5672222,4.499152829549305,Laureles-Estadio
1128,Rara Colectivo Audiovisual,"Reseñas
5
4
3
2
1
4,2
17 reseñas
  
Escribir una reseña
  

Ordenar",4.2,17.0,,Cine,,,http://rara.com.co/,Comuna Laureles-Estadio Cines,300 7885584 ,"Cra. 64B #5164, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2563682,-75.5790436,4.125925925925926,Laureles-Estadio
1129,Cine Colombia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.6,12170.0,,Cine,Accesible con silla de ruedas,"12 pm.,6 .",https://www.cinecolombia.com/,Comuna Laureles-Estadio Cines,,"Calle 30A # 82A-26 Centro Comercial Los Molinos, Medellín, Antioquia",6.2323639,-75.6035507,4.599507389162561,Laureles-Estadio
1130,Cinemas Procinal,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,11402.0,,Cine,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.procinal.com.co/,Comuna Laureles-Estadio Cines,312 8924981 ,"Cl. 71 #65 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2709874,-75.5768982,4.4995618647038205,Laureles-Estadio
1131,Teatro Laureles Centro de Eventos,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.8,768.0,,Teatro,Accesible con silla de ruedas,"9 .,6 pm.",https://instagram.com/teatro.laureles?utm_source=ig_profile_share&igshid=1l19uu0x6cev3,Comuna Laureles-Estadio Teatros,44798002 ,"Transversal 39B, Cq. 2 #46, Medellín, Antioquia",6.2429188,-75.5930113,4.789717223650385,Laureles-Estadio
1132,Teatro Suramericana,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.8,470.0,,Teatro,Accesible con silla de ruedas,,https://www.sura.com/arteycultura/escenario-para-el-arte/teatro-suramericana/,Comuna Laureles-Estadio Teatros,,"Cra. 64B #49a 30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2544616,-75.5799163,4.783333333333333,Laureles-Estadio
1133,Neverland Escuela de Teatro Musical,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante
    Menores

Ideal para ir con niños",5.0,38.0,,Teatro,Accesible con silla de ruedas,,http://www.neverlandteatromusical.com/,Comuna Laureles-Estadio Teatros,,"Cl. 49B #68-112, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2577989,-75.585676,4.791666666666667,Laureles-Estadio
1134,TEATRO BARRA DEL SILENCIO,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.6,149.0,,Teatro,Accesible con silla de ruedas,,http://barradelsilencio.jimdo.com/,Comuna Laureles-Estadio Teatros,(604) 4135583 ,"Cl. 45C #75-151, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2516021,-75.5951378,4.562264150943396,Laureles-Estadio
1135,Teatro Manicomio de Muñecos,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.8,524.0,,Teatro,Accesible con silla de ruedas,,http://www.manicomiodemunecos.com/,Comuna Laureles-Estadio Teatros,44131131 ,"Cl. 32EE #82a26, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2377918,-75.6057419,4.78501872659176,Laureles-Estadio
1136,Teatro al aire libre Carlos Vieco,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.7,334.0,,Teatro,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Teatros,,"Cerro Nutibara, Cl. 30A #55-64 Int. 1185, Medellín, Antioquia",6.2375495,-75.5791318,4.679651162790697,Laureles-Estadio
1137,Teatro Metropolitano José Gutiérrez Gómez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.8,6615.0,,Teatro,Accesible con silla de ruedas,,http://www.teatrometropolitano.com/,Comuna Laureles-Estadio Teatros,42324597 ,"Cl. 41 # 57 - 30, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2430224,-75.5774573,4.798792452830189,Laureles-Estadio
1139,Teatro de la Universidad de Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante
    Pagos

Tarjetas de crédito",4.7,7671.0,,Teatro,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Teatros,43405202 ,"Cra. 87 #30-65, Medellín, Belén, Medellín, Antioquia",6.2328567,-75.6100576,4.699088660330687,Laureles-Estadio
1140,teatro cafe concierto los inquietos,"Información  Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",3.1,12.0,,Café teatro,,,,Comuna Laureles-Estadio Teatros,44168434 ,"Cl 44A #76'35, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2504703,-75.5953597,3.5090909090909093,Laureles-Estadio
1141,Teatro La Hora 25,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Sanitario
    Menores

Ideal para ir con niños",4.6,613.0,,Teatro,Accesible con silla de ruedas,"9 .,12 pm.",https://teatrolahora25.com/,Comuna Laureles-Estadio Teatros,310 7237457 ,"Cra 88 #39-31, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2488436,-75.6087524,4.590369181380417,Laureles-Estadio
1142,Teatro La Fanfarria,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.6,473.0,,Teatro,Accesible con silla de ruedas,"9 .,6 .",https://lafanfarria.com/,Comuna Laureles-Estadio Teatros,316 4568732 ,"Cra. 84 #42C-54, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2490688,-75.6048869,4.587577639751553,Laureles-Estadio
1143,FUNDACIÓN TENARCO - TEATRO,"Reseñas
5
4
3
2
1
4,8
29 reseñas
  
Escribir una reseña
  

Ordenar
Todas
artistas
2",4.8,29.0,,Fundación,,,http://www.tenarco.com.co/,Comuna Laureles-Estadio Teatros,310 5015052 ,"Cl. 34 # 66 b 27, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2397154,-75.5878577,4.5948717948717945,Laureles-Estadio
1144,Politriarte corporación cultural y artística - Teatro Comunitario,"Información  Menores

Ideal para ir con niños",4.8,45.0,,Teatro,,,https://www.facebook.com/PolitriarteCorporacionCultural/,Comuna Laureles-Estadio Teatros,304 3809843 ,"Cra. 86 #64-65, Villa Flora, Medellín, Robledo, Medellín, Antioquia",6.2756175,-75.5967156,4.654545454545454,Laureles-Estadio
1147,Jardín de los Laureles,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Mascotas

Se permiten perros",4.6,147.0,,Complejo de apartamentos,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Jardines,44136477 ,"Cl. 38A #80-53, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.246472,-75.6003764,4.561783439490445,Laureles-Estadio
1151,Centro Educativo El Castillo de Mickey,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Clases en línea

Servicios en el lugar
    Planificación

Se requiere una cita",4.8,22.0,,Centro de educación preescolar,Accesible con silla de ruedas,,https://elcastillodemickey.com/,Comuna Laureles-Estadio Jardines,305 3749380 ,"Cl 38B #79-48, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.247339,-75.599145,4.55,Laureles-Estadio
1155,Fundación Aburrá,"Información  Servicios

Sanitario

Restaurante
    Público usual

Recomendable para ir en familia",4.4,62.0,,Museo,,,,Comuna Laureles-Estadio Museos,(604) 4137436 ,"Cl 44A #72-35, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2501534,-75.5915313,4.344444444444445,Laureles-Estadio
1156,Museo Etnográfico Madre Laura,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Menores

Ideal para ir con niños",4.7,1721.0,,Museo,Accesible con silla de ruedas,,https://madrelaura.org/museo-etnografico-madre-laura/cod31/,Comuna Laureles-Estadio Museos,42523017 ,"Cra. 92 #3525, Belencito, Medellín, San Javier, Medellín, Antioquia",6.24598,-75.61692,4.6959560947429235,Laureles-Estadio
1157,Museo de Mineralogía,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.8,55.0,,Museo de ciencias,,,,Comuna Laureles-Estadio Museos,,"Av. 80 #49A-19, Laureles - Estadio, Medellín, Robledo, Medellín, Antioquia",6.2748605,-75.5917027,4.676923076923077,Laureles-Estadio
1158,Museo de Geociencias,"Reseñas
5
4
3
2
1
4,8
240 reseñas
  
Escribir una reseña
  

Ordenar
Todas
rocas
12
aprender
11
universidad
2",4.8,240.0,,Museo,,,https://minas.medellin.unal.edu.co/museos/geociencias/,Comuna Laureles-Estadio Museos,(604) 4255129 ,"Av. 80 #65224, Villa Flora, Medellín, Robledo, Medellín, Antioquia",6.2747332,-75.590945,4.768,Laureles-Estadio
1159,Museo Etnográfico Miguel Ángel Builes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.3,231.0,,Museo,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Museos,,"Cra. 81 #52B-144, Ferrini, Medellín, La América, Medellín, Antioquia",6.267377,-75.5969612,4.287551867219917,Laureles-Estadio
1160,Museo de Micología,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante",4.4,45.0,,Museo de ciencias,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Museos,,"62 #6344, Medellín, Robledo, Medellín, Antioquia",6.260505,-75.5776596,4.327272727272728,Laureles-Estadio
1161,Museo Herbario Gabriel Gutiérrez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.7,29.0,,Museo,Accesible con silla de ruedas,,http://ciencias.medellin.unal.edu.co/museos/herbario/index.php/en/,Comuna Laureles-Estadio Museos,(604) 4309348 ,"Cra. 65 #59A 110 Bloque 11 of. 118, Medellín, Robledo, Medellín, Antioquia",6.2603724,-75.5756718,4.52051282051282,Laureles-Estadio
1162,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Laureles-Estadio Parques temático,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801,4.4998081571576565,Laureles-Estadio
1163,Parque Explora,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,7030.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.parqueexplora.org/,Comuna Laureles-Estadio Parques temático,(604) 5168300 ,"Cra. 53 #7375, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716287,-75.565433,4.798863636363636,Laureles-Estadio
1164,Parque de Toboganes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Parrilla para barbacoa

Sanitario público

Toboganes
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,187.0,,Parque,Accesible con silla de ruedas,,,Comuna Laureles-Estadio Parques temático,,"Medellín, Belén, Medellín, Antioquia",6.2379811,-75.580506,4.474619289340102,Laureles-Estadio
1165,Parque de San Joaquín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,73.0,,Parque,Accesible con silla de ruedas,"6 .,6 .",,Comuna Laureles-Estadio Parques temático,,"Cra. 68 #1-81, Laureles - Estadio, San Joaquin, Medellín, Laureles, Medellín, Antioquia",6.2441619,-75.5877503,4.175903614457831,Laureles-Estadio
1166,Segundo Parque de Laureles,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,3396.0,,Parque,Accesible con silla de ruedas,"6 .,None",https://www.facebook.com/LaurelesWalkableNeighborhood,Comuna Laureles-Estadio Parques temático,,"Cra. 47 #56-101, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2450582,-75.5971038,4.498532002348796,Laureles-Estadio
1167,Parque,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.6,68.0,,Parque,Accesible con silla de ruedas,"9 .,3 .",,Comuna Laureles-Estadio Parques temático,,"Cra 66B #S/N, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2436724,-75.5868436,4.523076923076922,Laureles-Estadio
1168,Parque Pequeño,"Información  Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.1,32.0,,Parque,,"6 .,6 .",,Comuna Laureles-Estadio Parques temático,,"Cl 45B, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.252672,-75.5961648,4.076190476190476,Laureles-Estadio
1169,Viva Laureles Centro Comercial,"Información  Centro comercial cubierto con supermercado, patio de comidas y varias tiendas de ropa y artículos para el hogar.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito",4.6,15686.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.ccviva.com/laureles,Comuna Laureles-Estadio Centros comerciales,42506012 ,"Cra. 81 #37-100, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2461008,-75.6021567,4.599617737003058,Laureles-Estadio
1170,Centro Comercial Unicentro,"Información  Gran centro comercial cubierto con cine, gimnasio y casino y muchas tiendas y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.5,36628.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.unicentromedellin.com.co/,Comuna Laureles-Estadio Centros comerciales,(604) 3507050 ,"Cra 66B #34 A 76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2412494,-75.5875351,4.49986352966865,Laureles-Estadio
1171,Mall Laureles,"Información  Centro comercial local con varias tiendas y servicios, además de un patio de comidas con área de juegos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,3947.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",,Comuna Laureles-Estadio Centros comerciales,44160026 ,"Cl 37 #80-36, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2451325,-75.6003688,4.398989133181704,Laureles-Estadio
1172,Centro Comercial El Diamante,"Información  Centro comercial pequeño con tiendas de ropa, calzado, artículos deportivos y electrónicos con descuentos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Servicios

Sanitario
    Menores

Área de juegos
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.3,7144.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,6 pm.",http://www.eldiamante.com.co/,Comuna Laureles-Estadio Centros comerciales,323 4028779 ,"Calle 51 #73 - 134, Cl. 52 #73 - 113, Medellín, Antioquia",6.2617338,-75.589265,4.299580654179479,Laureles-Estadio
1173,Exito Laureles Mimos,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,37.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna Laureles-Estadio Centros comerciales,,"Cra. 81 #372, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2455898,-75.6022053,4.314893617021277,Laureles-Estadio
1174,Centro Comercial Obelisco,"Información  Centro comercial con una mezcla sencilla de tiendas minoristas y un patio de comidas en la planta baja.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar",4.2,8768.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.obelisco.com.co/,Comuna Laureles-Estadio Centros comerciales,(604) 2966670 ,"Cra. 74 #No 48-37, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2570559,-75.5920008,4.199772157666894,Laureles-Estadio
1175,Centro Comercial la Bolera,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.5,51.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,6 .",,Comuna Laureles-Estadio Centros comerciales,,"Cl. 51 #61B-106, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.258519,-75.5844612,4.418032786885246,Laureles-Estadio
1176,Mall Los Colores,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,868.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna Laureles-Estadio Centros comerciales,,"Cl. 53 #72-44, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.262156,-75.5871727,4.395444191343964,Laureles-Estadio
